Configuration_ID,Has_Match
0,True
1,False
2,False
3,False
4,True
5,False
6,False
7,False
8,False
9,True
10,False
11,True
12,False
13,False
14,False
15,False
16,False
17,True
18,True
19,False
20,False
21,True
22,True
23,False
24,False
25,True
26,True
27,False
28,True
29,False
30,False
31,False
32,False
33,True
34,False
35,True
36,True
37,False
38,False
39,False
40,False
41,False
42,False
43,True
44,True
45,True
46,True
47,False
48,False
49,False
50,True
51,False
52,False
53,False
54,False
55,False
56,True
57,False
58,False
59,False
60,False
61,True
62,False
63,True
64,False
65,True
66,True
67,True
68,True
69,True
70,False
71,False
72,False
73,False
74,False
75,True
76,False
77,False
78,False
79,False
80,True
81,False
82,True
83,False
84,False
85,True
86,False
87,False
88,True
89,True
90,False
91,False
92,False
93,True
94,False
95,False
96,True
97,False
98,False
99,False
100,False
101,False
102,False
103,True
104,False
105,True
106,False
107,False
108,True
109,True
110,False
111,False
112,False
113,False
114,False
115,True
116,False
117,False
118,False
119,False
120,True
121,False
122,False
123,False
124,False
125,False
126,False
127,False
128,False
129,False
130,True
131,False
132,False
133,False
134,False
135,False
136,True
137,True
138,False
139,True
140,True
141,False
142,True
143,False
144,True
145,True
146,True
147,True
148,False
149,False
150,False
151,False
152,False
153,True
154,False
155,False
156,True
157,False
158,False
159,False
160,False
161,False
162,True
163,False
164,False
165,True
166,True
167,False
168,True
169,False
170,True
171,True
172,True
173,False
174,True
175,True
176,False
177,True
178,True
179,False
180,False
181,False
182,False
183,False
184,True
185,False
186,False
187,False
188,True
189,True
190,False
191,False
192,False
193,True
194,False
195,True
196,False
197,False
198,False
199,True
200,True
201,False
202,False
203,False
204,False
205,True
206,False
207,False
208,False
209,False
210,False
211,False
212,True
213,False
214,False
215,False
216,True
217,False
218,True
219,False
220,True
221,True
222,False
223,True
224,False
225,True
226,False
227,False
228,False
229,False
230,False
231,False
232,False
233,False
234,False
235,False
236,False
237,False
238,False
239,True
240,False
241,False
242,False
243,True
244,False
245,True
246,False
247,False
248,False
249,False
250,True
251,False
252,False
253,False
254,False
255,True
256,True
257,True
258,False
259,False
260,True
261,True
262,False
263,False
264,True
265,False
266,False
267,False
268,True
269,True
270,False
271,False
272,True
273,False
274,False
275,False
276,True
277,False
278,True
279,False
280,True
281,False
282,False
283,False
284,False
285,True
286,False
287,False
288,True
289,False
290,False
291,False
292,False
293,False
294,True
295,False
296,False
297,False
298,False
299,True
300,False
301,False
302,False
303,False
304,True
305,False
306,False
307,True
308,False
309,True
310,False
311,True
312,False
313,False
314,False
315,False
316,False
317,True
318,True
319,False
320,False
321,False
322,True
323,False
324,False
325,False
326,False
327,False
328,False
329,True
330,False
331,True
332,False
333,False
334,False
335,True
336,False
337,False
338,False
339,False
340,True
341,False
342,False
343,True
344,True
345,False
346,True
347,True
348,True
349,True
350,True
351,True
352,False
353,True
354,True
355,False
356,False
357,False
358,False
359,False
360,False
361,False
362,True
363,False
364,True
365,True
366,False
367,False
368,True
369,True
370,False
371,False
372,False
373,True
374,True
375,True
376,False
377,False
378,False
379,False
380,False
381,False
382,False
383,False
384,True
385,False
386,False
387,False
388,True
389,False
390,False
391,False
392,True
393,False
394,False
395,False
396,False
397,True
398,False
399,False
400,False
401,False
402,False
403,False
404,False
405,False
406,False
407,True
408,True
409,True
410,False
411,False
412,True
413,False
414,False
415,False
416,False
417,True
418,False
419,False
420,True
421,False
422,True
423,False
424,False
425,True
426,True
427,False
428,False
429,True
430,False
431,True
432,False
433,False
434,False
435,False
436,True
437,False
438,False
439,False
440,False
441,False
442,True
443,True
444,True
445,False
446,False
447,False
448,False
449,True
450,True
451,True
452,False
453,False
454,False
455,False
456,False
457,True
458,True
459,True
460,False
461,False
462,False
463,False
464,False
465,False
466,False
467,False
468,True
469,True
470,False
471,False
472,False
473,True
474,False
475,False
476,True
477,True
478,False
479,False
480,False
481,False
482,True
483,True
484,False
485,False
486,False
487,False
488,False
489,False
490,True
491,False
492,False
493,False
494,True
495,False
496,True
497,True
498,False
499,False
500,False
501,False
502,False
503,False
504,False
505,False
506,False
507,False
508,False
509,True
510,False
511,False
512,False
513,True
514,True
515,False
516,False
517,False
518,True
519,False
520,False
521,False
522,False
523,True
524,False
525,False
526,False
527,False
528,True
529,False
530,True
531,False
532,False
533,False
534,True
535,False
536,False
537,False
538,False
539,False
540,False
541,True
542,False
543,True
544,False
545,False
546,True
547,False
548,False
549,False
550,True
551,False
552,False
553,False
554,True
555,True
556,False
557,True
558,False
559,False
560,False
561,False
562,True
563,False
564,True
565,False
566,False
567,True
568,False
569,False
570,False
571,False
572,False
573,False
574,False
575,True
576,False
577,False
578,False
579,False
580,False
581,False
582,False
583,False
584,True
585,False
586,False
587,False
588,False
589,True
590,False
591,True
592,False
593,False
594,True
595,False
596,True
597,True
598,False
599,False
600,True
601,False
602,False
603,False
604,False
605,False
606,False
607,True
608,True
609,False
610,False
611,True
612,False
613,False
614,False
615,True
616,True
617,False
618,False
619,True
620,True
621,False
622,False
623,False
624,False
625,True
626,False
627,False
628,False
629,False
630,False
631,False
632,False
633,False
634,True
635,True
636,False
637,True
638,False
639,False
640,False
641,False
642,True
643,True
644,True
645,True
646,False
647,False
648,False
649,False
650,False
651,True
652,False
653,True
654,False
655,False
656,True
657,True
658,False
659,False
660,False
661,False
662,True
663,False
664,True
665,False
666,True
667,False
668,False
669,False
670,False
671,False
672,True
673,True
674,True
675,False
676,False
677,False
678,False
679,True
680,False
681,False
682,False
683,False
684,False
685,True
686,False
687,False
688,False
689,True
690,False
691,False
692,False
693,True
694,True
695,True
696,False
697,True
698,False
699,False
700,False
701,False
702,False
703,False
704,False
705,False
706,False
707,True
708,False
709,False
710,False
711,False
712,True
713,False
714,False
715,True
716,False
717,False
718,False
719,True
720,False
721,False
722,False
723,True
724,True
725,False
726,False
727,False
728,False
729,False
730,False
731,False
732,False
733,False
734,False
735,True
736,False
737,False
738,True
739,False
740,False
741,False
742,False
743,False
744,False
745,False
746,True
747,False
748,False
749,False
750,False
751,False
752,False
753,True
754,False
755,False
756,True
757,True
758,True
759,False
760,False
761,True
762,False
763,False
764,False
765,False
766,True
767,False
768,True
769,False
770,False
771,False
772,False
773,True
774,False
775,True
776,False
777,False
778,True
779,False
780,False
781,True
782,False
783,False
784,False
785,False
786,True
787,False
788,False
789,False
790,True
791,False
792,True
793,True
794,True
795,True
796,True
797,False
798,False
799,False
800,False
801,False
802,False
803,True
804,False
805,False
806,True
807,False
808,True
809,False
810,True
811,False
812,True
813,False
814,False
815,False
816,True
817,False
818,False
819,False
820,True
821,True
822,False
823,False
824,True
825,False
826,True
827,True
828,True
829,True
830,False
831,False
832,False
833,False
834,False
835,False
836,True
837,True
838,False
839,True
840,True
841,False
842,False
843,False
844,False
845,False
846,False
847,False
848,False
849,False
850,True
851,False
852,True
853,False
854,True
855,False
856,True
857,True
858,False
859,False
860,True
861,True
862,True
863,False
864,False
865,True
866,True
867,False
868,False
869,True
870,True
871,False
872,False
873,True
874,True
875,False
876,False
877,False
878,False
879,True
880,False
881,False
882,False
883,False
884,False
885,False
886,False
887,True
888,False
889,False
890,True
891,False
892,False
893,False
894,False
895,True
896,False
897,False
898,False
899,True
900,False
901,True
902,False
903,False
904,False
905,False
906,True
907,False
908,False
909,False
910,False
911,False
912,False
913,False
914,False
915,True
916,False
917,False
918,False
919,True
920,False
921,True
922,False
923,True
924,False
925,False
926,False
927,False
928,True
929,False
930,False
931,False
932,False
933,False
934,False
935,False
936,False
937,False
938,False
939,False
940,False
941,True
942,False
943,False
944,False
945,True
946,True
947,False
948,False
949,False
950,True
951,True
952,True
953,True
954,True
955,False
956,False
957,False
958,False
959,False
960,False
961,True
962,True
963,False
964,False
965,True
966,False
967,False
968,False
969,False
970,False
971,True
972,True
973,False
974,False
975,True
976,False
977,False
978,True
979,True
980,False
981,False
982,False
983,True
984,False
985,False
986,False
987,True
988,True
989,True
990,False
991,False
992,True
993,False
994,True
995,False
996,False
997,False
998,True
999,False
